Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,pagerank,links
1997-01-01,0.7241999556718957,40.572851153039835,32.57199136288124,0.7209595185915683,0.0005845645122759079,18.57075471698113,0.04124644166953021,26.00956498951782,0.0001310272536687631,154826
1997-02-01,0.705606738541837,38.62342767295598,26.685340909184564,0.738349148929585,0.0005258334489733025,18.22759433962264,0.03823407012530074,24.411425576519918,0.0001310272536687631,147387
1997-03-01,0.6831245938349519,34.02175052410902,20.143002502481465,0.7967313296648736,0.0003236141157633064,21.58674004192872,0.03019277341072774,21.167059748427672,0.0001310272536687631,129827
1997-04-01,0.6248603653438358,31.58569182389937,29.686754719178943,0.8212442475515787,0.00026796894299405133,20.30110062893082,0.025267925923693934,19.16640461215933,0.0001310272536687631,120531
1997-05-01,0.5942940788708364,29.034591194968552,22.103973413916037,0.8399546682462509,0.00015783965971503865,21.545204402515722,0.016792922380631105,17.788784067085953,0.0001310272536687631,110796
1997-06-01,0.5860367324333929,28.034329140461217,22.331886281461994,0.8313128376524979,0.00013730872140234158,22.03485324947589,0.01143691677555944,17.11635220125786,0.0001310272536687631,106979
1997-07-01,0.5845379768341544,28.290880503144653,20.855890453729643,0.8287647100058502,0.00015051323469194056,22.81564465408805,0.01794960121177433,17.137316561844862,0.0001310272536687631,107958
1997-08-01,0.6201858374732085,30.094863731656183,21.02916438987282,0.8133759416334175,0.00021149005870685502,23.655136268343817,0.023675965807621796,18.295073375262053,0.0001310272536687631,114842
1997-09-01,0.6575151857448075,31.366876310272538,19.357451139248575,0.8043932867633525,0.0002655348027068228,24.10298742138365,0.02748989261947083,19.587395178197063,0.0001310272536687631,119696
1997-10-01,0.6720750701665679,32.136268343815516,21.672918096960235,0.7869902964959539,0.0002945096549549303,24.52240566037736,0.02943907060968032,20.147798742138363,0.0001310272536687631,122632
1997-11-01,0.6768346618661081,33.6229035639413,17.130965199875714,0.7782696072106204,0.00040230538727675265,23.856394129979037,0.031790149027896404,21.08045073375262,0.0001310272536687631,128305
1997-12-01,0.6735682461678838,35.087788259958074,14.710413835269192,0.7534275124561252,0.0005136596659879288,23.319313417190777,0.03395885301886365,21.791928721174003,0.0001310272536687631,133895
